"year","month","common","MODE_FX","AREA_X","catch_count","mean_brevis_count"
2000,9,"COMMON SNOOK",7,5,31,1771
2000,9,"CREVALLE JACK",3,5,5,1771
2000,9,"CREVALLE JACK",7,5,10,1771
2000,9,"GAFFTOPSAIL CATFISH",3,5,1,1771
2000,9,"GAFFTOPSAIL CATFISH",7,5,33,1771
2000,9,"GAG",7,5,2,1771
2000,9,"GRAY SNAPPER",3,5,4,1771
2000,9,"GRAY SNAPPER",7,5,10,1771
2000,9,"GULF FLOUNDER",3,5,4,1771
2000,9,"GULF FLOUNDER",7,5,4,1771
2000,9,"HARDHEAD CATFISH",3,5,3,1771
2000,9,"HARDHEAD CATFISH",7,5,9,1771
2000,9,"INSHORE LIZARDFISH",3,5,1,1771
2000,9,"LADYFISH",3,5,8,1771
2000,9,"LADYFISH",7,5,25,1771
2000,9,"MULLET GENUS",7,5,1,1771
2000,9,"OCEANIC PUFFER",7,5,1,1771
2000,9,"PIGFISH",7,5,8,1771
2000,9,"PINFISH",3,5,1,1771
2000,9,"PINFISH",7,5,37,1771
2000,9,"PUFFER FAMILY",7,5,1,1771
2000,9,"RED DRUM",7,5,2,1771
2000,9,"SCALED SARDINE",3,5,20,1771
2000,9,"SCALED SARDINE",7,5,319,1771
2000,9,"SCRAWLED COWFISH",3,5,1,1771
2000,9,"SOUTHERN STINGRAY",3,5,2,1771
2000,9,"SPANISH MACKEREL",3,5,3,1771
2000,9,"SPANISH MACKEREL",7,5,6,1771
2000,9,"SPOT",7,5,2,1771
2000,9,"SPOTTED SEATROUT",7,5,164,1771
2000,9,"WHITE GRUNT",7,5,6,1771
2000,10,"COMMON SNOOK",5,5,30,73596
2000,10,"CREVALLE JACK",5,5,4,73596
2000,10,"CREVALLE JACK",7,5,3,73596
2000,10,"HARDHEAD CATFISH",7,5,8,73596
2000,10,"NEEDLEFISH FAMILY",5,5,1,73596
2000,10,"PINFISH",7,5,24,73596
2000,10,"RED DRUM",7,5,6,73596
2000,10,"SCALED SARDINE",7,5,48,73596
2000,10,"SPOTTED SEATROUT",5,5,33,73596
2000,11,"COBIA",7,5,4,889
2000,11,"COMMON SNOOK",7,5,36,889
2000,11,"CREVALLE JACK",7,5,10,889
2000,11,"GAG",7,5,12,889
2000,11,"GRAY SNAPPER",3,5,1,889
2000,11,"GRAY SNAPPER",7,5,10,889
2000,11,"GRUNT FAMILY",7,5,2,889
2000,11,"HARDHEAD CATFISH",3,5,1,889
2000,11,"INSHORE LIZARDFISH",7,5,1,889
2000,11,"KING MACKEREL",7,5,4,889
2000,11,"LADYFISH",7,5,5,889
2000,11,"PIGFISH",7,5,4,889
2000,11,"PINFISH",3,5,6,889
2000,11,"PINFISH",7,5,2,889
2000,11,"RED DRUM",7,5,3,889
2000,11,"SCALED SARDINE",7,5,300,889
2000,11,"SPANISH MACKEREL",7,5,1,889
2000,11,"SPOTTED SEATROUT",7,5,158,889
2000,11,"STINGRAY GENUS",3,5,1,889
2000,11,"UNIDENTIFIED GROUPER",7,5,40,889
2000,12,"COMMON SNOOK",7,5,2,0
2000,12,"GAG",7,5,1,0
2000,12,"RED DRUM",7,5,1,0
2000,12,"SPOTTED SEATROUT",7,5,3,0
2001,1,"COMMON SNOOK",5,5,4,125
2001,1,"GRUNT FAMILY",3,5,1,125
2001,1,"GULF FLOUNDER",5,5,1,125
2001,1,"GULF FLOUNDER",7,5,2,125
2001,1,"INSHORE LIZARDFISH",3,5,4,125
2001,1,"LADYFISH",5,5,7,125
2001,1,"PINFISH",3,5,5,125
2001,1,"PUFFER FAMILY",3,5,1,125
2001,1,"RED DRUM",5,5,18,125
2001,1,"SHEEPSHEAD",3,5,12,125
2001,1,"SHEEPSHEAD",7,5,6,125
2001,1,"SPOTTED SEATROUT",5,5,10,125
2001,1,"SPOTTED SEATROUT",7,5,3,125
2001,1,"STINGRAY GENUS",3,5,1,125
2001,2,"ATLANTIC SHARPNOSE SHARK",3,5,1,222
2001,2,"COMMON SNOOK",7,5,3,222
2001,2,"CREVALLE JACK",7,5,2,222
2001,2,"GAFFTOPSAIL CATFISH",7,5,5,222
2001,2,"GAG",7,5,1,222
2001,2,"GRAY SNAPPER",7,5,5,222
2001,2,"GULF KINGFISH",3,5,1,222
2001,2,"HARDHEAD CATFISH",3,5,5,222
2001,2,"HARDHEAD CATFISH",5,5,6,222
2001,2,"HARDHEAD CATFISH",7,5,3,222
2001,2,"INSHORE LIZARDFISH",3,5,1,222
2001,2,"KINGFISH GENUS",3,5,1,222
2001,2,"KINGFISH GENUS",7,5,1,222
2001,2,"LADYFISH",5,5,46,222
2001,2,"LADYFISH",7,5,8,222
2001,2,"PIGFISH",3,5,15,222
2001,2,"PUFFER FAMILY",3,5,1,222
2001,2,"RED DRUM",5,5,2,222
2001,2,"RED DRUM",7,5,2,222
2001,2,"SAND SEATROUT",3,5,2,222
2001,2,"SHEEPSHEAD",5,5,12,222
2001,2,"SHEEPSHEAD",7,5,48,222
2001,2,"SOUTHERN KINGFISH",3,5,5,222
2001,2,"SOUTHERN PUFFER",7,5,1,222
2001,2,"SPOTTED SEATROUT",5,5,12,222
2001,2,"SPOTTED SEATROUT",7,5,29,222
2001,2,"STINGRAY GENUS",7,5,1,222
2001,2,"STRIPED BURRFISH",7,5,1,222
2001,2,"WHITE GRUNT",7,5,2,222
2001,3,"ATLANTIC SPADEFISH",7,5,1,200
2001,3,"CREVALLE JACK",7,5,1,200
2001,3,"GAFFTOPSAIL CATFISH",7,5,11,200
2001,3,"GAG",7,5,3,200
2001,3,"GRAY SNAPPER",7,5,5,200
2001,3,"HARDHEAD CATFISH",7,5,7,200
2001,3,"LADYFISH",7,5,14,200
2001,3,"PIGFISH",7,5,4,200
2001,3,"PINFISH",7,5,6,200
2001,3,"PUFFER FAMILY",7,5,1,200
2001,3,"SCALED SARDINE",7,5,12,200
2001,3,"SHEEPSHEAD",7,5,36,200
2001,3,"SPOTTED SEATROUT",7,5,10,200
2001,5,"GAFFTOPSAIL CATFISH",7,5,2,42
2001,5,"LADYFISH",7,5,3,42
2001,5,"SPOTTED SEATROUT",7,5,5,42
2001,6,"ATLANTIC SPADEFISH",3,5,2,0
2001,6,"BLUE RUNNER",3,5,1,0
2001,6,"COMMON SNOOK",7,5,48,0
2001,6,"CREVALLE JACK",3,5,1,0
2001,6,"CREVALLE JACK",7,5,2,0
2001,6,"GAFFTOPSAIL CATFISH",3,5,3,0
2001,6,"GAFFTOPSAIL CATFISH",7,5,6,0
2001,6,"GRAY SNAPPER",7,5,9,0
2001,6,"GULF FLOUNDER",7,5,1,0
2001,6,"HARDHEAD CATFISH",7,5,6,0
2001,6,"LADYFISH",3,5,1,0
2001,6,"LADYFISH",7,5,17,0
2001,6,"LEFTEYE FLOUNDER FAMILY",7,5,2,0
2001,6,"LIZARDFISH FAMILY",7,5,2,0
2001,6,"NEEDLEFISH GENUS",7,5,1,0
2001,6,"PINFISH",3,5,12,0
2001,6,"PINFISH",7,5,20,0
2001,6,"RED DRUM",7,5,7,0
2001,6,"SCALED SARDINE",7,5,50,0
2001,6,"SHEEPSHEAD",3,5,10,0
2001,6,"SHEEPSHEAD",7,5,2,0
2001,6,"SILVER JENNY",7,5,100,0
2001,6,"SPANISH MACKEREL",7,5,1,0
2001,6,"SPOTTED SEATROUT",7,5,121,0
2001,6,"STINGRAY GENUS",3,5,1,0
2001,7,"BLUE RUNNER",7,5,1,0
2001,7,"COMMON SNOOK",7,5,11,0
2001,7,"CREVALLE JACK",7,5,2,0
2001,7,"GAFFTOPSAIL CATFISH",7,5,2,0
2001,7,"GAG",7,5,9,0
2001,7,"GRAY SNAPPER",7,5,13,0
2001,7,"GULF FLOUNDER",7,5,3,0
2001,7,"GULF TOADFISH",7,5,3,0
2001,7,"HARDHEAD CATFISH",7,5,14,0
2001,7,"LADYFISH",7,5,6,0
2001,7,"MULLET GENUS",7,5,108,0
2001,7,"NEEDLEFISH FAMILY",7,5,4,0
2001,7,"PIGFISH",7,5,3,0
2001,7,"PINFISH",7,5,171,0
2001,7,"RED DRUM",7,5,6,0
2001,7,"SAND PERCH",7,5,3,0
2001,7,"SHEEPSHEAD",7,5,3,0
2001,7,"SNOOK GENUS",7,5,2,0
2001,7,"SOUTHERN PUFFER",7,5,1,0
2001,7,"SPANISH MACKEREL",7,5,1,0
2001,7,"SPOTTED SEATROUT",7,5,8,0
2001,7,"STINGRAY GENUS",7,5,1,0
2001,7,"STRIPED MULLET",7,5,8,0
2001,7,"WHITE GRUNT",7,5,23,0
2001,8,"BLUE RUNNER",7,5,22,1659
2001,8,"COMMON SNOOK",7,5,14,1659
2001,8,"CREVALLE JACK",7,5,18,1659
2001,8,"FLORIDA POMPANO",3,5,1,1659
2001,8,"GAFFTOPSAIL CATFISH",7,5,1,1659
2001,8,"GAG",7,5,2,1659
2001,8,"GRAY SNAPPER",7,5,5,1659
2001,8,"GRAY TRIGGERFISH",7,5,4,1659
2001,8,"HARDHEAD CATFISH",7,5,17,1659
2001,8,"LADYFISH",3,5,1,1659
2001,8,"LADYFISH",7,5,5,1659
2001,8,"NEEDLEFISH GENUS",3,5,1,1659
2001,8,"PINFISH",7,5,25,1659
2001,8,"RED DRUM",7,5,1,1659
2001,8,"RED GROUPER",7,5,2,1659
2001,8,"SOUTHERN STINGRAY",3,5,1,1659
2001,8,"SPOTTED SEATROUT",7,5,90,1659
2001,8,"UNIDENTIFIED GROUPER",7,5,2,1659
2001,8,"WHITE GRUNT",7,5,6,1659
2001,9,"BLUE RUNNER",3,5,4,2406768
2001,9,"COMMON SNOOK",5,5,20,2406768
2001,9,"COMMON SNOOK",7,5,9,2406768
2001,9,"CREVALLE JACK",3,5,4,2406768
2001,9,"CREVALLE JACK",7,5,2,2406768
2001,9,"GAFFTOPSAIL CATFISH",7,5,3,2406768
2001,9,"GRAY SNAPPER",7,5,24,2406768
2001,9,"GULF FLOUNDER",7,5,12,2406768
2001,9,"HARDHEAD CATFISH",3,5,2,2406768
2001,9,"PINFISH",5,5,460,2406768
2001,9,"PINFISH",7,5,28,2406768
2001,9,"RED DRUM",7,5,3,2406768
2001,9,"SCALED SARDINE",7,5,36,2406768
2001,9,"SHEEPSHEAD",7,5,1,2406768
2001,9,"SPANISH SARDINE",7,5,50,2406768
2001,9,"SPOTTED SEATROUT",7,5,24,2406768
2001,9,"WHITE GRUNT",7,5,3,2406768
2001,10,"CLEARNOSE SKATE",7,5,1,408697
2001,10,"COMMON SNOOK",7,5,11,408697
2001,10,"CREVALLE JACK",3,5,2,408697
2001,10,"CREVALLE JACK",7,5,31,408697
2001,10,"GAFFTOPSAIL CATFISH",7,5,1,408697
2001,10,"GRAY SNAPPER",7,5,7,408697
2001,10,"HARDHEAD CATFISH",7,5,4,408697
2001,10,"LADYFISH",7,5,2,408697
2001,10,"PINFISH",3,5,22,408697
2001,10,"RED DRUM",3,5,1,408697
2001,10,"RED DRUM",7,5,1,408697
2001,10,"SHEEPSHEAD",7,5,1,408697
2001,11,"BLUE RUNNER",7,5,1,536985
2001,11,"BLUEFISH",5,5,6,536985
2001,11,"COMMON SNOOK",3,5,2,536985
2001,11,"CREVALLE JACK",5,5,2,536985
2001,11,"GAFFTOPSAIL CATFISH",7,5,2,536985
2001,11,"GRAY SNAPPER",7,5,1,536985
2001,11,"GULF FLOUNDER",7,5,2,536985
2001,11,"HARDHEAD CATFISH",7,5,2,536985
2001,11,"LADYFISH",5,5,47,536985
2001,11,"LADYFISH",7,5,3,536985
2001,11,"LIZARDFISH FAMILY",7,5,1,536985
2001,11,"OCEANIC PUFFER",7,5,1,536985
2001,11,"PINFISH",5,5,1,536985
2001,11,"RED DRUM",7,5,3,536985
2001,11,"SPANISH MACKEREL",5,5,1,536985
2001,11,"SPANISH MACKEREL",7,5,1,536985
2001,12,"CREVALLE JACK",7,5,7,24385
2001,12,"GRAY SNAPPER",7,5,10,24385
2001,12,"LADYFISH",7,5,12,24385
2001,12,"RED DRUM",7,5,1,24385
2001,12,"SPOTTED SEATROUT",7,5,50,24385
2001,12,"STINGRAY GENUS",3,5,2,24385
2002,1,"BLACK DRUM",7,5,4,87629
2002,1,"GAFFTOPSAIL CATFISH",7,5,5,87629
2002,1,"GRAY SNAPPER",7,5,1,87629
2002,1,"HARDHEAD CATFISH",7,5,3,87629
2002,1,"LADYFISH",7,5,4,87629
2002,1,"LEFTEYE FLOUNDER FAMILY",7,5,2,87629
2002,1,"RED DRUM",7,5,9,87629
2002,1,"SHEEPSHEAD",7,5,78,87629
2002,1,"SPOTTED SEATROUT",7,5,94,87629
2002,2,"ATLANTIC SPADEFISH",5,5,1,53552
2002,2,"BLUEFISH",5,5,1,53552
2002,2,"BLUEFISH",7,5,6,53552
2002,2,"COMMON SNOOK",7,5,19,53552
2002,2,"CREVALLE JACK",7,5,5,53552
2002,2,"FLORIDA POMPANO",5,5,5,53552
2002,2,"FLORIDA POMPANO",7,5,6,53552
2002,2,"GRAY SNAPPER",7,5,1,53552
2002,2,"HARDHEAD CATFISH",7,5,1,53552
2002,2,"KINGFISH GENUS",7,5,17,53552
2002,2,"LADYFISH",5,5,39,53552
2002,2,"LADYFISH",7,5,33,53552
2002,2,"PINFISH",7,5,5,53552
2002,2,"RED DRUM",7,5,9,53552
2002,2,"SHEEPSHEAD",5,5,9,53552
2002,2,"SHEEPSHEAD",7,5,89,53552
2002,2,"SPOTTED SEATROUT",5,5,1,53552
2002,2,"SPOTTED SEATROUT",7,5,95,53552
2002,3,"BONNETHEAD",7,5,1,0
2002,3,"COMMON SNOOK",7,5,4,0
2002,3,"CREVALLE JACK",5,5,1,0
2002,3,"CREVALLE JACK",7,5,1,0
2002,3,"GAFFTOPSAIL CATFISH",7,5,3,0
2002,3,"GAG",7,5,1,0
2002,3,"GRAY SNAPPER",5,5,3,0
2002,3,"GRAY SNAPPER",7,5,3,0
2002,3,"GULF FLOUNDER",7,5,2,0
2002,3,"HARDHEAD CATFISH",5,5,2,0
2002,3,"HARDHEAD CATFISH",7,5,9,0
2002,3,"LADYFISH",3,5,1,0
2002,3,"LADYFISH",5,5,11,0
2002,3,"LADYFISH",7,5,150,0
2002,3,"LIZARDFISH GENUS",7,5,4,0
2002,3,"MACKEREL GENUS",3,5,6,0
2002,3,"RED DRUM",7,5,6,0
2002,3,"SHEEPSHEAD",5,5,11,0
2002,3,"SHEEPSHEAD",7,5,24,0
2002,3,"SPANISH MACKEREL",5,5,1,0
2002,3,"SPOTTED SEATROUT",5,5,18,0
2002,3,"SPOTTED SEATROUT",7,5,76,0
2002,4,"BONNETHEAD",7,5,1,50037
2002,4,"COMMON SNOOK",7,5,5,50037
2002,4,"CREVALLE JACK",7,5,12,50037
2002,4,"FLORIDA POMPANO",7,5,2,50037
2002,4,"GAFFTOPSAIL CATFISH",7,5,2,50037
2002,4,"GAG",3,5,1,50037
2002,4,"GRAY SNAPPER",3,5,10,50037
2002,4,"GRAY SNAPPER",7,5,31,50037
2002,4,"HARDHEAD CATFISH",3,5,2,50037
2002,4,"HARDHEAD CATFISH",7,5,15,50037
2002,4,"INSHORE LIZARDFISH",7,5,1,50037
2002,4,"JACK FAMILY",3,5,1,50037
2002,4,"JACK FAMILY",7,5,1,50037
2002,4,"LADYFISH",7,5,21,50037
2002,4,"PINFISH",3,5,3,50037
2002,4,"PINFISH",7,5,13,50037
2002,4,"PUFFER GENUS",3,5,2,50037
2002,4,"RED DRUM",7,5,6,50037
2002,4,"SEA CATFISH FAMILY",7,5,3,50037
2002,4,"SEATROUT GENUS",7,5,12,50037
2002,4,"SHEEPSHEAD",3,5,5,50037
2002,4,"SHEEPSHEAD",7,5,6,50037
2002,4,"SPOTTED SEATROUT",7,5,7,50037
2002,5,"ATLANTIC SPADEFISH",3,5,1,307
2002,5,"BLACK SEA BASS",3,5,1,307
2002,5,"BLUE RUNNER",3,5,14,307
2002,5,"BLUE RUNNER",7,5,2,307
2002,5,"BLUEFISH",5,5,1,307
2002,5,"BLUEFISH",7,5,4,307
2002,5,"BONNETHEAD",7,5,1,307
2002,5,"COMMON SNOOK",7,5,29,307
2002,5,"CREVALLE JACK",3,5,13,307
2002,5,"CREVALLE JACK",5,5,4,307
2002,5,"CREVALLE JACK",7,5,54,307
2002,5,"FLORIDA POMPANO",3,5,1,307
2002,5,"FLORIDA POMPANO",7,5,10,307
2002,5,"GAFFTOPSAIL CATFISH",5,5,5,307
2002,5,"GAFFTOPSAIL CATFISH",7,5,3,307
2002,5,"GAG",7,5,1,307
2002,5,"GOLIATH GROUPER",7,5,1,307
2002,5,"GRAY SNAPPER",7,5,53,307
2002,5,"GULF FLOUNDER",7,5,2,307
2002,5,"GULF KINGFISH",7,5,1,307
2002,5,"HARDHEAD CATFISH",5,5,5,307
2002,5,"HARDHEAD CATFISH",7,5,111,307
2002,5,"INSHORE LIZARDFISH",7,5,4,307
2002,5,"LADYFISH",3,5,2,307
2002,5,"LADYFISH",5,5,2,307
2002,5,"LADYFISH",7,5,112,307
2002,5,"LEATHERJACK",7,5,1,307
2002,5,"LIZARDFISH FAMILY",7,5,30,307
2002,5,"OCEANIC PUFFER",3,5,1,307
2002,5,"PINFISH",7,5,19,307
2002,5,"RED DRUM",7,5,3,307
2002,5,"REQUIEM SHARK FAMILY",7,5,2,307
2002,5,"SAND PERCH",7,5,6,307
2002,5,"SCALED SARDINE",7,5,208,307
2002,5,"SHEEPSHEAD",7,5,2,307
2002,5,"SOUTHERN KINGFISH",7,5,1,307
2002,5,"SPANISH MACKEREL",3,5,36,307
2002,5,"SPANISH MACKEREL",7,5,3,307
2002,5,"SPOTTED SEATROUT",5,5,22,307
2002,5,"SPOTTED SEATROUT",7,5,227,307
2002,5,"STINGRAY GENUS",3,5,2,307
2002,5,"WHITE GRUNT",7,5,1,307
2002,6,"ATLANTIC SPADEFISH",3,5,1,14381
2002,6,"BLACK DRUM",3,5,2,14381
2002,6,"BLACKTIP SHARK",5,5,2,14381
2002,6,"CREVALLE JACK",3,5,2,14381
2002,6,"CREVALLE JACK",7,5,1,14381
2002,6,"GAFFTOPSAIL CATFISH",3,5,3,14381
2002,6,"GRAY SNAPPER",3,5,1,14381
2002,6,"LADYFISH",3,5,2,14381
2002,6,"LIZARDFISH GENUS",3,5,1,14381
2002,6,"PINFISH",3,5,16,14381
2002,6,"RED DRUM",7,5,1,14381
2002,6,"SPOTTED SEATROUT",5,5,2,14381
2002,6,"SPOTTED SEATROUT",7,5,25,14381
2002,7,"ATLANTIC SPADEFISH",3,5,1,106844
2002,7,"BLACK SEA BASS",7,5,1,106844
2002,7,"BLACKNOSE SHARK",7,5,1,106844
2002,7,"BLACKTIP SHARK",3,5,4,106844
2002,7,"CREVALLE JACK",3,5,1,106844
2002,7,"CREVALLE JACK",7,5,19,106844
2002,7,"GAFFTOPSAIL CATFISH",3,5,2,106844
2002,7,"GAFFTOPSAIL CATFISH",7,5,14,106844
2002,7,"GAG",3,5,21,106844
2002,7,"GAG",7,5,16,106844
2002,7,"GRAY SNAPPER",3,5,58,106844
2002,7,"GRAY SNAPPER",7,5,68,106844
2002,7,"GRAY TRIGGERFISH",7,5,1,106844
2002,7,"GRUNT FAMILY",3,5,5,106844
2002,7,"GULF TOADFISH",3,5,1,106844
2002,7,"HARDHEAD CATFISH",3,5,4,106844
2002,7,"HARDHEAD CATFISH",7,5,25,106844
2002,7,"INSHORE LIZARDFISH",3,5,11,106844
2002,7,"INSHORE LIZARDFISH",7,5,7,106844
2002,7,"KINGFISH GENUS",7,5,4,106844
2002,7,"LADYFISH",3,5,2,106844
2002,7,"LADYFISH",7,5,7,106844
2002,7,"LANE SNAPPER",3,5,3,106844
2002,7,"LEATHERJACK",7,5,6,106844
2002,7,"LEMON SHARK",3,5,2,106844
2002,7,"LIZARDFISH GENUS",7,5,33,106844
2002,7,"PIGFISH",3,5,89,106844
2002,7,"PINFISH",3,5,99,106844
2002,7,"PINFISH",7,5,80,106844
2002,7,"RED DRUM",3,5,3,106844
2002,7,"RED DRUM",7,5,24,106844
2002,7,"REQUIEM SHARK GENUS",7,5,1,106844
2002,7,"SAND PERCH",3,5,2,106844
2002,7,"SAND PERCH GENUS",7,5,4,106844
2002,7,"SCALED SARDINE",3,5,24,106844
2002,7,"SCALED SARDINE",7,5,50,106844
2002,7,"SCRAWLED COWFISH",3,5,1,106844
2002,7,"SHEEPSHEAD",7,5,3,106844
2002,7,"SOUTHERN PUFFER",7,5,3,106844
2002,7,"SPANISH MACKEREL",3,5,1,106844
2002,7,"SPANISH MACKEREL",7,5,20,106844
2002,7,"SPANISH SARDINE",7,5,24,106844
2002,7,"SPOTTED SEATROUT",7,5,33,106844
2002,7,"STRIPED MOJARRA",3,5,2,106844
2002,7,"STRIPED MULLET",7,5,4,106844
2002,7,"UNIDENTIFIED GROUPER",3,5,4,106844
2002,7,"UNIDENTIFIED GROUPER",7,5,12,106844
2002,7,"WHITE GRUNT",3,5,2,106844
2002,7,"WHITE GRUNT",7,5,5,106844
2002,7,"YELLOWFIN MOJARRA",3,5,1,106844
2002,8,"ATLANTIC NEEDLEFISH",3,5,1,165833
2002,8,"BLACK SEA BASS",7,5,2,165833
2002,8,"BLUE RUNNER",7,5,3,165833
2002,8,"BLUEFISH",7,5,1,165833
2002,8,"COMMON SNOOK",3,5,2,165833
2002,8,"COMMON SNOOK",5,5,12,165833
2002,8,"COMMON SNOOK",7,5,22,165833
2002,8,"CREVALLE JACK",3,5,1,165833
2002,8,"CREVALLE JACK",5,5,15,165833
2002,8,"CREVALLE JACK",7,5,18,165833
2002,8,"GAFFTOPSAIL CATFISH",5,5,2,165833
2002,8,"GAFFTOPSAIL CATFISH",7,5,2,165833
2002,8,"GAG",3,5,1,165833
2002,8,"GAG",7,5,79,165833
2002,8,"GRAY SNAPPER",3,5,8,165833
2002,8,"GRAY SNAPPER",5,5,12,165833
2002,8,"GRAY SNAPPER",7,5,40,165833
2002,8,"GRAY TRIGGERFISH",7,5,1,165833
2002,8,"GULF FLOUNDER",7,5,1,165833
2002,8,"HARDHEAD CATFISH",7,5,13,165833
2002,8,"INSHORE LIZARDFISH",3,5,1,165833
2002,8,"INSHORE LIZARDFISH",7,5,1,165833
2002,8,"LADYFISH",3,5,3,165833
2002,8,"LADYFISH",5,5,16,165833
2002,8,"LADYFISH",7,5,32,165833
2002,8,"LEATHERJACK",3,5,5,165833
2002,8,"NURSE SHARK",7,5,1,165833
2002,8,"PINFISH",7,5,50,165833
2002,8,"RED DRUM",5,5,4,165833
2002,8,"RED DRUM",7,5,10,165833
2002,8,"SCALED SARDINE",7,5,520,165833
2002,8,"SPANISH MACKEREL",3,5,31,165833
2002,8,"SPANISH MACKEREL",5,5,3,165833
2002,8,"SPANISH MACKEREL",7,5,3,165833
2002,8,"SPOTTAIL PINFISH",7,5,1,165833
2002,8,"SPOTTED SEATROUT",3,5,5,165833
2002,8,"SPOTTED SEATROUT",5,5,18,165833
2002,8,"SPOTTED SEATROUT",7,5,65,165833
2002,8,"STRIPED MULLET",7,5,25,165833
2002,8,"UNIDENTIFIED GROUPER",5,5,8,165833
2002,8,"UNIDENTIFIED GROUPER",7,5,34,165833
2002,8,"WHITE MULLET",7,5,20,165833
2002,9,"COMMON SNOOK",7,5,15,32122
2002,9,"CREVALLE JACK",7,5,3,32122
2002,9,"GAFFTOPSAIL CATFISH",7,5,9,32122
2002,9,"GAG",3,5,78,32122
2002,9,"GRAY SNAPPER",3,5,26,32122
2002,9,"GRAY SNAPPER",7,5,15,32122
2002,9,"HARDHEAD CATFISH",7,5,9,32122
2002,9,"INSHORE LIZARDFISH",3,5,1,32122
2002,9,"INSHORE LIZARDFISH",7,5,2,32122
2002,9,"LADYFISH",7,5,6,32122
2002,9,"PINFISH",3,5,8,32122
2002,9,"PINFISH",7,5,3,32122
2002,9,"RED DRUM",7,5,25,32122
2002,9,"SAND PERCH",3,5,1,32122
2002,9,"SCALED SARDINE",3,5,212,32122
2002,9,"SPANISH MACKEREL",3,5,2,32122
2002,9,"SPANISH MACKEREL",7,5,2,32122
2002,9,"SPOTTED SEATROUT",7,5,24,32122
2002,9,"STRIPED MULLET",7,5,12,32122
2002,9,"UNIDENTIFIED GROUPER",7,5,24,32122
2002,9,"WHITE GRUNT",7,5,4,32122
2002,10,"BLACKTIP SHARK",7,5,1,357
2002,10,"GAG",7,5,35,357
2002,10,"GRAY SNAPPER",7,5,26,357
2002,10,"HARDHEAD CATFISH",7,5,1,357
2002,10,"KING MACKEREL",7,5,4,357
2002,10,"SCALED SARDINE",7,5,100,357
2002,10,"SPANISH MACKEREL",7,5,2,357
2002,11,"CREVALLE JACK",5,5,1,1021
2002,11,"CREVALLE JACK",7,5,3,1021
2002,11,"GAFFTOPSAIL CATFISH",5,5,1,1021
2002,11,"GAFFTOPSAIL CATFISH",7,5,2,1021
2002,11,"GAG",5,5,5,1021
2002,11,"GAG",7,5,29,1021
2002,11,"GRAY SNAPPER",7,5,19,1021
2002,11,"GULF FLOUNDER",7,5,1,1021
2002,11,"HARDHEAD CATFISH",5,5,3,1021
2002,11,"HARDHEAD CATFISH",7,5,5,1021
2002,11,"INSHORE LIZARDFISH",7,5,8,1021
2002,11,"LADYFISH",5,5,2,1021
2002,11,"LADYFISH",7,5,70,1021
2002,11,"PINFISH",7,5,93,1021
2002,11,"RED DRUM",5,5,1,1021
2002,11,"RED DRUM",7,5,6,1021
2002,11,"SAND PERCH",7,5,1,1021
2002,11,"SCALED SARDINE",7,5,100,1021
2002,11,"SEA CATFISH FAMILY",7,5,2,1021
2002,11,"SHEEPSHEAD",7,5,4,1021
2002,11,"SPOTTED SEATROUT",5,5,6,1021
2002,11,"SPOTTED SEATROUT",7,5,116,1021
2002,11,"WHITE GRUNT",7,5,2,1021
2002,11,"WHITE MULLET",7,5,2,1021
2002,12,"BLACK SEA BASS",7,5,1,0
2002,12,"BLUEFISH",7,5,7,0
2002,12,"COMMON SNOOK",7,5,30,0
2002,12,"CREVALLE JACK",7,5,6,0
2002,12,"GAG",7,5,25,0
2002,12,"GRAY SNAPPER",7,5,5,0
2002,12,"GULF FLOUNDER",7,5,2,0
2002,12,"GULF KINGFISH",7,5,3,0
2002,12,"HARDHEAD CATFISH",7,5,12,0
2002,12,"INSHORE LIZARDFISH",7,5,8,0
2002,12,"KINGFISH GENUS",7,5,2,0
2002,12,"LADYFISH",7,5,46,0
2002,12,"LEFTEYE FLOUNDER FAMILY",7,5,4,0
2002,12,"PINFISH",7,5,18,0
2002,12,"RED DRUM",7,5,9,0
2002,12,"SCALED SARDINE",7,5,50,0
2002,12,"SHEEPSHEAD",7,5,20,0
2002,12,"SOUTHERN PUFFER",7,5,5,0
2002,12,"SPOTTED SEATROUT",7,5,118,0
2002,12,"STINGRAY GENUS",7,5,1,0
2002,12,"UNIDENTIFIED GROUPER",7,5,1,0
2002,12,"WHITE GRUNT",7,5,4,0
2003,1,"BLACK DRUM",3,5,1,33927
2003,1,"BLUEFISH",7,5,2,33927
2003,1,"BONNETHEAD",3,5,6,33927
2003,1,"GAFFTOPSAIL CATFISH",7,5,3,33927
2003,1,"GAG",7,5,1,33927
2003,1,"GRAY SNAPPER",3,5,24,33927
2003,1,"GRAY SNAPPER",7,5,2,33927
2003,1,"GULF FLOUNDER",3,5,2,33927
2003,1,"GULF FLOUNDER",7,5,1,33927
2003,1,"GULF KINGFISH",7,5,21,33927
2003,1,"HARDHEAD CATFISH",3,5,10,33927
2003,1,"HARDHEAD CATFISH",7,5,1,33927
2003,1,"KINGFISH GENUS",3,5,4,33927
2003,1,"LADYFISH",7,5,23,33927
2003,1,"LEATHERJACKET FAMILY",7,5,1,33927
2003,1,"PIGFISH",3,5,3,33927
2003,1,"PINFISH",3,5,10,33927
2003,1,"PINFISH",7,5,23,33927
