X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID,Shape
-82.712217,27.645883,3059467,2020/02/10 00:00:00+00,,EST,0.5,Madelaine Key; E of (Bunces Pass),27.645883,-82.712217,Karenia brevis,0,HABW200211-037,
-82.68705,27.709583,3059468,2020/02/10 00:00:00+00,,EST,0.5,Eckerd College (Maximo Channel),27.709583,-82.68705,Karenia brevis,0,HABW200211-038,
-82.66515,27.840683,3059475,2020/02/10 00:00:00+00,,EST,0.5,Sawgrass Lake Park,27.840683,-82.66515,Karenia brevis,0,HABW200211-045,
-81.3669,30.0516,3057691,2020/02/11 00:00:00+00,13:36:00,EST,0.1,Pine Island; S of (Tolomato River),30.0516,-81.3669,Karenia brevis,0,HABW200212-047,
-81.34444,30.11688,3057693,2020/02/11 00:00:00+00,8:52:00,EST,0.1,North Ponte Vedra,30.11688,-81.34444,Karenia brevis,0,HABW200212-049,
-81.32263,30.02262,3057694,2020/02/11 00:00:00+00,9:15:00,EST,0.1,South Ponte Vedra,30.02262,-81.32263,Karenia brevis,0,HABW200212-051,
-81.29897,29.9378,3057695,2020/02/11 00:00:00+00,9:40:00,EST,0.1,Vilano Beach,29.9378,-81.29897,Karenia brevis,0,HABW200212-052,
-81.26473,29.85138,3057696,2020/02/11 00:00:00+00,10:27:00,EST,0.1,St. Augustine Beach,29.85138,-81.26473,Karenia brevis,0,HABW200212-053,
-81.251,29.7687,3057697,2020/02/11 00:00:00+00,10:57:00,EST,0.1,Crescent Beach,29.7687,-81.251,Karenia brevis,0,HABW200212-055,
-81.21073,29.66628,3057698,2020/02/11 00:00:00+00,11:19:00,EST,0.1,Marineland Beach,29.66628,-81.21073,Karenia brevis,0,HABW200212-057,
-80.532,28.0164,3057699,2020/02/11 00:00:00+00,12:20:00,EST,0.5,Ballyshannon Street; E of,28.0164,-80.532,Karenia brevis,0,HABW200212-077,
-80.5387,28.015,3057700,2020/02/11 00:00:00+00,7:50:00,EST,0.5,Macfarlane Street; W of (Indian River),28.015,-80.5387,Karenia brevis,0,HABW200212-078,
-80.851665,28.89853,3057701,2020/02/11 00:00:00+00,9:00:00,EST,1,River Breeze Park Boat Ramp (Mosquito Lagoon),28.89853,-80.851665,Karenia brevis,0,HABW200212-079,
-80.83924,28.872369,3057702,2020/02/11 00:00:00+00,9:30:00,EST,1,River Road; E of (Indian River),28.872369,-80.83924,Karenia brevis,0,HABW200212-080,
-85.111833,29.711167,3057988,2020/02/11 00:00:00+00,10:56:00,EST,0.3,Paradise Point; 2 mi NW of (St. Vincent Sound),29.711167,-85.111833,Karenia brevis,0,HABW200214-015,
-85.3045,29.7987,3059476,2020/02/11 00:00:00+00,11:25:00,EST,0.5,Patton Bayou; W of (St. Joseph Bay),29.7987,-85.3045,Karenia brevis,0,HABW200212-001,
-85.32308,29.71837,3059477,2020/02/11 00:00:00+00,11:10:00,EST,0.5,Blacks Island; SE of (St. Joseph Bay),29.71837,-85.32308,Karenia brevis,0,HABW200212-002,
-85.35882,29.70403,3059478,2020/02/11 00:00:00+00,11:04:00,EST,0.5,Pig Island; 0.7 mi E of (St. Joseph Bay),29.70403,-85.35882,Karenia brevis,0,HABW200212-003,
-85.3847,29.7588,3059479,2020/02/11 00:00:00+00,10:55:00,EST,0.5,Eagle Harbor; SE of (St. Joseph Bay),29.7588,-85.3847,Karenia brevis,333,HABW200212-004,
-85.347,29.7848,3059480,2020/02/11 00:00:00+00,10:46:00,EST,0.5,Mid-St. Joseph Bay,29.7848,-85.347,Karenia brevis,667,HABW200212-005,
-81.8169,26.2073,3059481,2020/02/11 00:00:00+00,11:26:00,EST,0.5,Seagate,26.2073,-81.8169,Karenia brevis,0,HABW200212-007,
-81.82377,26.25375,3059482,2020/02/11 00:00:00+00,12:01:00,EST,0.5,Vanderbilt Beach,26.25375,-81.82377,Karenia brevis,0,HABW200212-008,
-81.8362,26.30481,3059483,2020/02/11 00:00:00+00,13:45:00,EST,0.5,Barefoot Beach State Preserve,26.30481,-81.8362,Karenia brevis,0,HABW200212-009,
-81.72805,25.91165,3059484,2020/02/11 00:00:00+00,12:08:00,EST,0.5,South Marco Beach,25.91165,-81.72805,Karenia brevis,0,HABW200212-010,
-85.332683,29.719033,3059485,2020/02/11 00:00:00+00,11:03:00,EST,0.1,Blacks Island; S of (St. Joseph Bay),29.719033,-85.332683,Karenia brevis,0,HABW200212-011,
-85.384433,29.75845,3059486,2020/02/11 00:00:00+00,10:17:00,EST,0.1,Park Point Circle; E of (St. Joseph Bay),29.75845,-85.384433,Karenia brevis,0,HABW200212-012,
-85.304683,29.798433,3059487,2020/02/11 00:00:00+00,11:32:00,EST,0.1,Dupont Drive; NW of (St. Joseph Bay),29.798433,-85.304683,Karenia brevis,0,HABW200212-013,
-82.0946,26.6678,3059488,2020/02/11 00:00:00+00,11:37:00,EST,0.6,Ben Coleman Keys (Matlacha Pass),26.6678,-82.0946,Karenia brevis,0,HABW200212-014,
-82.0704,26.5627,3059489,2020/02/11 00:00:00+00,11:00:00,EST,1,Deer Stop Keys; SW of (Matlacha Pass),26.5627,-82.0704,Karenia brevis,0,HABW200212-015,
-82.0742,26.625,3059490,2020/02/11 00:00:00+00,12:04:00,EST,1.3,Porpoise Point Island; SW of (Matlacha Pass),26.625,-82.0742,Karenia brevis,0,HABW200212-016,
-82.56739,27.29818,3059491,2020/02/11 00:00:00+00,13:21:00,EST,0.5,South Lido Park,27.29818,-82.56739,Karenia brevis,0,HABW200212-017,
-82.6515,27.4003,3059492,2020/02/11 00:00:00+00,14:15:00,EST,0.5,Atlas Street; W of,27.4003,-82.6515,Karenia brevis,0,HABW200212-018,
-82.5803,27.3225,3059493,2020/02/11 00:00:00+00,13:36:00,EST,0.5,St. Armands Key; N of (Pansy Bayou),27.3225,-82.5803,Karenia brevis,0,HABW200212-019,
-82.5462,27.3324,3059494,2020/02/11 00:00:00+00,13:04:00,EST,0.5,Marina Jack (Sarasota Bay),27.3324,-82.5462,Karenia brevis,0,HABW200212-020,
-82.736,27.750806,3059495,2020/02/11 00:00:00+00,9:48:00,EST,0.5,Shore Drive South; E of (Boca Ciega Bay),27.750806,-82.736,Karenia brevis,0,HABW200212-041,
-81.2631,29.66822,3059496,2020/02/11 00:00:00+00,14:03:00,EST,0.1,Faver-Dykes (Pellicer Creek),29.66822,-81.2631,Karenia brevis,0,HABW200212-042,
-81.2447,29.7427,3059497,2020/02/11 00:00:00+00,11:00:00,EST,0.1,Fort Matanzas (Matanzas Bay),29.7427,-81.2447,Karenia brevis,0,HABW200212-043,
-81.3077,29.8694,3059498,2020/02/11 00:00:00+00,12:10:00,EST,0.1,San Sebastian (Matanzas River),29.8694,-81.3077,Karenia brevis,0,HABW200212-046,
-81.678,25.844,3057707,2020/02/12 00:00:00+00,10:59:00,EST,0.2,Cape Romano (Gullivan Bay),25.844,-81.678,Karenia brevis,0,HABW200213-001,
-81.632167,25.8815,3057942,2020/02/12 00:00:00+00,12:56:00,EST,0.2,Coon Key; S of (Gullivan Bay),25.8815,-81.632167,Karenia brevis,0,HABW200213-002,
-81.608833,25.891667,3057943,2020/02/12 00:00:00+00,11:16:00,EST,0.2,Shell Key; S of (Gullivan Bay),25.891667,-81.608833,Karenia brevis,0,HABW200213-003,
-81.524667,25.851667,3057944,2020/02/12 00:00:00+00,12:09:00,EST,0.2,Round Key; N of (Fakahatchee Pass),25.851667,-81.524667,Karenia brevis,0,HABW200213-004,
-85.68727,30.164,3057945,2020/02/12 00:00:00+00,9:40:00,EST,0.5,Friendship Avenue; SE of (St. Andrew Bay),30.164,-85.68727,Karenia brevis,0,HABW200213-005,
-85.60401,30.10516,3057946,2020/02/12 00:00:00+00,,EST,0.5,Earl Gilbert Park Boat Ramp (East Bay),30.10516,-85.60401,Karenia brevis,0,HABW200213-006,
-82.1945,26.5264,3057947,2020/02/12 00:00:00+00,7:29:00,EST,0.5,Alison Hagerup Beach Park,26.5264,-82.1945,Karenia brevis,0,HABW200213-007,
-82.0801,26.4217,3057948,2020/02/12 00:00:00+00,8:00:00,EST,0.5,Tarpon Bay Road Beach,26.4217,-82.0801,Karenia brevis,0,HABW200213-008,
-82.01543,26.45157,3057949,2020/02/12 00:00:00+00,8:20:00,EST,0.5,Lighthouse Beach,26.45157,-82.01543,Karenia brevis,0,HABW200213-009,
-81.95776,26.45398,3057950,2020/02/12 00:00:00+00,8:55:00,EST,0.5,Lynn Hall Park,26.45398,-81.95776,Karenia brevis,0,HABW200213-010,
-81.8795,26.3901,3057951,2020/02/12 00:00:00+00,10:23:00,EST,0.5,Lovers Key State Park,26.3901,-81.8795,Karenia brevis,0,HABW200213-011,
-81.84574,26.33105,3057952,2020/02/12 00:00:00+00,11:06:00,EST,0.5,Bonita Beach Park,26.33105,-81.84574,Karenia brevis,0,HABW200213-012,
-80.795517,28.62365,3057953,2020/02/12 00:00:00+00,11:45:00,EST,0.2,Parrish Park Boat Ramp (Indian River),28.62365,-80.795517,Karenia brevis,0,HABW200213-013,
-80.7391,28.52641,3057954,2020/02/12 00:00:00+00,12:15:00,EST,0.1,NASA Causeway; SE side of (Indian River),28.52641,-80.7391,Karenia brevis,0,HABW200213-014,
-80.766533,28.475083,3057955,2020/02/12 00:00:00+00,12:30:00,EST,0.2,Port St. John Boat Ramp (Indian River),28.475083,-80.766533,Karenia brevis,0,HABW200213-015,
-80.66245,28.4017,3057956,2020/02/12 00:00:00+00,12:55:00,EST,0.2,Kelly Park (Banana River),28.4017,-80.66245,Karenia brevis,0,HABW200213-016,
-80.62844,28.357133,3057957,2020/02/12 00:00:00+00,13:30:00,EST,0.2,520 Slick Boat Ramp (Banana River),28.357133,-80.62844,Karenia brevis,0,HABW200213-017,
-80.614283,28.309033,3057958,2020/02/12 00:00:00+00,13:50:00,EST,0.2,Ramp Road Park Boat Ramp (Banana River),28.309033,-80.614283,Karenia brevis,0,HABW200213-018,
-80.62418,28.13248,3057959,2020/02/12 00:00:00+00,14:50:00,EST,0.2,Eau Gallie Pier (Indian River),28.13248,-80.62418,Karenia brevis,0,HABW200213-019,
-82.36189,26.92467,3057963,2020/02/12 00:00:00+00,8:35:00,EDT,0.5,Englewood Beach,26.92467,-82.36189,Karenia brevis,0,HABW200213-023,
-82.27415,26.80562,3057964,2020/02/12 00:00:00+00,7:45:00,EDT,0.5,Boca Grande Pier (Gasparilla Sound),26.80562,-82.27415,Karenia brevis,0,HABW200213-024,
-87.1419,30.3273,3057965,2020/02/12 00:00:00+00,9:25:00,CST,1,Pensacola Beach Pier,30.3273,-87.1419,Karenia brevis,0,HABW200213-025,
-87.1518,30.34613,3057966,2020/02/12 00:00:00+00,10:00:00,CST,1,South Bob Sikes Fishing Pier (Santa Rosa Sound),30.34613,-87.1518,Karenia brevis,0,HABW200213-026,
-87.18982,30.4084,3057967,2020/02/12 00:00:00+00,10:25:00,CST,1,Pensacola Bay Fishing Bridge,30.4084,-87.18982,Karenia brevis,0,HABW200213-027,
-80.54599,28.02968,3057968,2020/02/12 00:00:00+00,8:30:00,EST,0.5,Beach Woods Pier (Indian River),28.02968,-80.54599,Karenia brevis,0,HABW200213-028,
-80.612495,28.198262,3057969,2020/02/12 00:00:00+00,7:30:00,EST,0.5,Hawksbill Island Drive; canal E of (Banana River),28.198262,-80.612495,Karenia brevis,0,HABW200213-029,
-81.8164,26.1965,3057970,2020/02/12 00:00:00+00,12:00:00,EST,1.2,Parkshore Beach,26.1965,-81.8164,Karenia brevis,0,HABW200213-030,
-80.0542,26.893715,3057971,2020/02/12 00:00:00+00,11:25:00,EST,0.5,Juno Beach Fishing Pier,26.893715,-80.0542,Karenia brevis,0,HABW200213-031,
-83.4471,29.5928,3057972,2020/02/12 00:00:00+00,,EST,0.5,Bird Island; 2.5 mi SW of,29.5928,-83.4471,Karenia brevis,0,HABW200213-032,
-83.531667,29.583333,3057973,2020/02/12 00:00:00+00,,EST,0.5,Bird Island; 7.4 mi W of,29.583333,-83.531667,Karenia brevis,0,HABW200213-033,
-84.3448,29.9694,3057989,2020/02/12 00:00:00+00,13:00:00,EST,0.3,Mashes Sands Pier (Ochlockonee Bay),29.9694,-84.3448,Karenia brevis,0,HABW200214-016,
-84.3683,30.015833,3057990,2020/02/12 00:00:00+00,12:30:00,EST,0.3,Bottoms Road Boat Ramp (Apalachee Bay),30.015833,-84.3683,Karenia brevis,0,HABW200214-017,
-82.675,28.02,3057974,2020/02/13 00:00:00+00,13:42:00,EST,0.5,Philippe Park; NE of (Safety Harbor),28.02,-82.675,Karenia brevis,0,HABW200214-001,
-82.675,28.02,3057975,2020/02/13 00:00:00+00,13:42:00,EST,2.2,Philippe Park; NE of (Safety Harbor),28.02,-82.675,Karenia brevis,0,HABW200214-002,
-82.673,27.972,3057976,2020/02/13 00:00:00+00,13:21:00,EST,0.5,Cooper Point; E of (Old Tampa Bay),27.972,-82.673,Karenia brevis,0,HABW200214-003,
-82.62,27.98,3057977,2020/02/13 00:00:00+00,12:59:00,EST,0.5,Old Tampa Bay Park; 1.7 mi S of (Old Tampa Bay),27.98,-82.62,Karenia brevis,0,HABW200214-004,
-82.561,27.949,3057978,2020/02/13 00:00:00+00,11:26:00,EST,0.5,Howard Frankland Bridge; N of (Old Tampa Bay),27.949,-82.561,Karenia brevis,0,HABW200214-005,
-82.622,27.957,3057979,2020/02/13 00:00:00+00,12:37:00,EST,0.5,C. Campbell Causeway; S of (Old Tampa Bay),27.957,-82.622,Karenia brevis,0,HABW200214-006,
-82.622,27.957,3057980,2020/02/13 00:00:00+00,12:37:00,EST,4.4,C. Campbell Causeway; S of (Old Tampa Bay),27.957,-82.622,Karenia brevis,0,HABW200214-007,
-82.675,27.942,3057981,2020/02/13 00:00:00+00,12:06:00,EST,0.5,High Point; 2 mi NE of (Old Tampa Bay),27.942,-82.675,Karenia brevis,0,HABW200214-008,
-82.675,27.942,3057982,2020/02/13 00:00:00+00,12:06:00,EST,3.6,High Point; 2 mi NE of (Old Tampa Bay),27.942,-82.675,Karenia brevis,0,HABW200214-009,
-82.6046,27.9055,3057983,2020/02/13 00:00:00+00,10:24:00,EST,0.5,Big Island; 2.2 mi E of (Old Tampa Bay),27.9055,-82.6046,Karenia brevis,0,HABW200214-010,
-82.6046,27.9055,3057984,2020/02/13 00:00:00+00,10:24:00,EST,2.7,Big Island; 2.2 mi E of (Old Tampa Bay),27.9055,-82.6046,Karenia brevis,0,HABW200214-011,
-82.5496,27.9244,3057985,2020/02/13 00:00:00+00,10:59:00,EST,0.5,San Jose St; W of (Old Tampa Bay),27.9244,-82.5496,Karenia brevis,0,HABW200214-012,
-82.58911,27.86111,3057986,2020/02/13 00:00:00+00,9:41:00,EST,0.5,Weedon Island; E of (Old Tampa Bay),27.86111,-82.58911,Karenia brevis,0,HABW200214-013,
-82.5789,27.7723,3057987,2020/02/13 00:00:00+00,9:07:00,EST,0.5,Snell Isle; 2.3 mi SE of (Middle Tampa Bay),27.7723,-82.5789,Karenia brevis,0,HABW200214-014,
-80.802278,28.615731,3057991,2020/02/13 00:00:00+00,8:00:00,EST,0.5,Harbor Pointe Marina (Indian River),28.615731,-80.802278,Karenia brevis,0,HABW200214-018,
-82.8323,27.9777,3057992,2020/02/13 00:00:00+00,,EST,0.5,Clearwater Beach Pier 60,27.9777,-82.8323,Karenia brevis,0,HABW200214-019,
-81.4648,30.391,3057993,2020/02/13 00:00:00+00,8:49:00,EST,0.3,St. Johns Inland,30.391,-81.4648,Karenia brevis,0,HABW200214-020,
-81.4086,30.4056,3057994,2020/02/13 00:00:00+00,9:56:00,EST,0.3,St. Johns Inlet,30.4056,-81.4086,Karenia brevis,0,HABW200214-021,
-81.4201,30.4204,3057995,2020/02/13 00:00:00+00,10:11:00,EST,0.3,Ft. George Inlet,30.4204,-81.4201,Karenia brevis,0,HABW200214-022,
-81.439,30.4411,3057996,2020/02/13 00:00:00+00,9:20:00,EST,0.3,Ft. George Inland,30.4411,-81.439,Karenia brevis,0,HABW200214-023,
-81.4576,30.5134,3057997,2020/02/13 00:00:00+00,10:32:00,EST,0.3,Nassau Inlet,30.5134,-81.4576,Karenia brevis,0,HABW200214-024,
-81.4269,30.7012,3057998,2020/02/13 00:00:00+00,11:34:00,EST,0.3,St. Marys Inlet,30.7012,-81.4269,Karenia brevis,0,HABW200214-025,
-82.2468,26.3468,3058001,2020/02/13 00:00:00+00,11:00:00,EST,0.5,Bowmans Beach; 9.5 mi SW of,26.3468,-82.2468,Karenia brevis,0,HABW200217-007,
-82.0835,26.4053,3058002,2020/02/13 00:00:00+00,15:45:00,EST,0.5,Tarpon Bay Road Beach; 1.1 mi S of,26.4053,-82.0835,Karenia brevis,0,HABW200217-008,
-84.88478,29.7301,3058307,2020/02/13 00:00:00+00,9:04:00,EST,0.1,Millender Street; S of (St. George Sound),29.7301,-84.88478,Karenia brevis,0,HABW200219-028,
-81.644022,25.884777,3058003,2020/02/14 00:00:00+00,8:40:00,EST,0.5,Coon Key; SW of (Gullivan Bay),25.884777,-81.644022,Karenia brevis,0,HABW200217-009,
-81.678826,25.842041,3058004,2020/02/14 00:00:00+00,9:05:00,EST,0.5,Cape Romano; S of,25.842041,-81.678826,Karenia brevis,0,HABW200217-010,
-80.211264,27.224761,3058284,2020/02/14 00:00:00+00,16:45:00,EST,0.7,Indian Riverside Park Pier (Indian River),27.224761,-80.211264,Karenia brevis,0,HABW200218-043,
-80.1939,27.162256,3058285,2020/02/14 00:00:00+00,16:00:00,EST,0.7,Sandsprit Park Boat Ramp (Manatee Pocket),27.162256,-80.1939,Karenia brevis,0,HABW200218-044,
-82.729322,27.693094,3058321,2020/02/14 00:00:00+00,,EST,0.5,Madonna Boulevard; N of (Pass-a-Grille Channel),27.693094,-82.729322,Karenia brevis,0,HABW200219-043,
-82.73945,27.740489,3058322,2020/02/14 00:00:00+00,,EST,0.5,4th Palm Point Street; NE of (Boca Ciega Bay),27.740489,-82.73945,Karenia brevis,0,HABW200219-044,
-85.6644,30.1496,3058005,2020/02/15 00:00:00+00,8:18:00,EST,0.5,Panama City Marina (Saint Andrew Bay),30.1496,-85.6644,Karenia brevis,0,HABW200217-011,
-85.7483,30.1873,3058006,2020/02/15 00:00:00+00,8:04:00,EST,0.5,Hathaway Bridge; S of (Saint Andrew Bay),30.1873,-85.7483,Karenia brevis,333,HABW200217-012,
-80.322742,27.451811,3058286,2020/02/15 00:00:00+00,7:15:00,EST,1,Indian River Veterans Memorial Park Boat Ramp (Indian River),27.451811,-80.322742,Karenia brevis,0,HABW200218-045,
-80.2971,27.38745,3058287,2020/02/15 00:00:00+00,7:45:00,EST,0.5,East Midway Road; N of (Indian River),27.38745,-80.2971,Karenia brevis,0,HABW200218-046,
-82.834,27.967,3058320,2020/02/15 00:00:00+00,17:30:00,EST,0.5,Clearwater Pass,27.967,-82.834,Karenia brevis,0,HABW200219-042,
-80.3052,25.1119,3058423,2020/02/15 00:00:00+00,14:57:00,EST,0.5,El Radabob Key; 5.1 mi E of,25.1119,-80.3052,Karenia brevis,0,HABW200220-063,
-82.666617,27.679167,3058007,2020/02/16 00:00:00+00,13:45:00,EST,0.5,Sunshine Skyway Fishing Pier; E of (Lower Tampa Bay),27.679167,-82.666617,Karenia brevis,0,HABW200217-013,
-82.666883,27.63995,3058008,2020/02/16 00:00:00+00,14:00:00,EST,0.5,Sunshine Skyway Bridge; E of (Lower Tampa Bay),27.63995,-82.666883,Karenia brevis,0,HABW200217-014,
-81.2572,24.6644,3058266,2020/02/16 00:00:00+00,,EST,0.5,Sandspur Beach,24.6644,-81.2572,Karenia brevis,0,HABW200218-025,
-82.299955,26.846977,3058276,2020/02/16 00:00:00+00,11:49:00,EST,0.3,Ramblers Hole,26.846977,-82.299955,Karenia brevis,0,HABW200218-035,
-82.265889,26.824598,3058277,2020/02/16 00:00:00+00,12:16:00,EST,0.3,Centennial Park; S of (Gasparilla Sound),26.824598,-82.265889,Karenia brevis,0,HABW200218-036,
-80.635,28.1505,3058278,2020/02/16 00:00:00+00,,EST,0.5,Tropic; SW of (Indian River),28.1505,-80.635,Karenia brevis,0,HABW200218-037,
-80.5008,27.88507,3058280,2020/02/16 00:00:00+00,8:23:00,EST,0.5,Barefoot Bay Pier (Indian River),27.88507,-80.5008,Karenia brevis,0,HABW200218-039,
-80.4155,27.75906,3058282,2020/02/16 00:00:00+00,9:25:00,EST,0.5,Environmental Learning Center Pier (Indian River),27.75906,-80.4155,Karenia brevis,0,HABW200218-041,
-82.631267,27.759803,3057999,2020/02/17 00:00:00+00,9:05:00,EST,0.5,FWRI Peninsula; SE tip of (Bayboro Harbor),27.759803,-82.631267,Karenia brevis,0,HABW200217-001,
-82.631267,27.759803,3058000,2020/02/17 00:00:00+00,9:11:00,EST,4.5,FWRI Peninsula; SE tip of (Bayboro Harbor),27.759803,-82.631267,Karenia brevis,0,HABW200217-002,
-85.3045,29.7987,3058009,2020/02/17 00:00:00+00,12:22:00,EST,0.5,Patton Bayou; W of (St. Joseph Bay),29.7987,-85.3045,Karenia brevis,0,HABW200218-001,
-85.32308,29.71837,3058010,2020/02/17 00:00:00+00,12:08:00,EST,0.5,Blacks Island; SE of (St. Joseph Bay),29.71837,-85.32308,Karenia brevis,0,HABW200218-002,
-85.35882,29.70403,3058011,2020/02/17 00:00:00+00,11:55:00,EST,0.5,Pig Island; 0.7 mi E of (St. Joseph Bay),29.70403,-85.35882,Karenia brevis,0,HABW200218-003,
-85.347,29.7848,3058012,2020/02/17 00:00:00+00,11:35:00,EST,0.5,Mid-St. Joseph Bay,29.7848,-85.347,Karenia brevis,0,HABW200218-005,
-82.18463,26.59925,3058013,2020/02/17 00:00:00+00,10:47:00,EST,0.2,Captiva Rocks; SW of (Pine Island Sound),26.59925,-82.18463,Karenia brevis,0,HABW200218-006,
-82.170817,26.560417,3058014,2020/02/17 00:00:00+00,10:40:00,EST,0.2,Redfish Pass; 1.8 mi E of (Pine Island Sound),26.560417,-82.170817,Karenia brevis,0,HABW200218-007,
-82.15667,26.532117,3058015,2020/02/17 00:00:00+00,10:33:00,EST,0.2,Buck Key; 1.9 mi NE of (Pine Island Sound),26.532117,-82.15667,Karenia brevis,0,HABW200218-008,
-82.1257,26.538,3058016,2020/02/17 00:00:00+00,10:26:00,EST,0.2,Regla Island; W of (Pine Island Sound),26.538,-82.1257,Karenia brevis,0,HABW200218-009,
-82.1347,26.5767,3058017,2020/02/17 00:00:00+00,10:05:00,EST,0.2,Cork Island; W of (Pine Island Sound),26.5767,-82.1347,Karenia brevis,0,HABW200218-010,
-82.1561,26.5902,3058018,2020/02/17 00:00:00+00,10:53:00,EST,0.2,Hemp Key; S of (Pine Island Sound),26.5902,-82.1561,Karenia brevis,0,HABW200218-011,
-80.7806,28.5808,3058019,2020/02/17 00:00:00+00,12:17:00,EST,0.3,Menzo Park; 1.1 mi E of (Indian River),28.5808,-80.7806,Karenia brevis,0,HABW200218-012,
-80.79474,28.60796,3058254,2020/02/17 00:00:00+00,11:18:00,EST,0.3,Space View Park; SE of (Indian River),28.60796,-80.79474,Karenia brevis,0,HABW200218-013,
-80.795517,28.62365,3058255,2020/02/17 00:00:00+00,11:45:00,EST,0.2,Parrish Park Boat Ramp (Indian River),28.62365,-80.795517,Karenia brevis,0,HABW200218-014,
-80.7391,28.52641,3058256,2020/02/17 00:00:00+00,12:20:00,EST,0.1,NASA Causeway; SE side of (Indian River),28.52641,-80.7391,Karenia brevis,0,HABW200218-015,
-80.766533,28.475083,3058257,2020/02/17 00:00:00+00,12:45:00,EST,0.2,Port St. John Boat Ramp (Indian River),28.475083,-80.766533,Karenia brevis,0,HABW200218-016,
-80.66245,28.4017,3058258,2020/02/17 00:00:00+00,13:05:00,EST,0.2,Kelly Park (Banana River),28.4017,-80.66245,Karenia brevis,0,HABW200218-017,
-80.62844,28.357133,3058259,2020/02/17 00:00:00+00,13:40:00,EST,0.2,520 Slick Boat Ramp (Banana River),28.357133,-80.62844,Karenia brevis,0,HABW200218-018,
-80.614283,28.309033,3058260,2020/02/17 00:00:00+00,14:05:00,EST,0.2,Ramp Road Park Boat Ramp (Banana River),28.309033,-80.614283,Karenia brevis,0,HABW200218-019,
-80.62418,28.13248,3058261,2020/02/17 00:00:00+00,15:00:00,EST,0.2,Eau Gallie Pier (Indian River),28.13248,-80.62418,Karenia brevis,0,HABW200218-020,
-87.138028,30.453333,3058262,2020/02/17 00:00:00+00,11:54:00,CST,0.5,Bay Bluffs Park; 1.8 mi E of (Escambia Bay),30.453333,-87.138028,Karenia brevis,0,HABW200218-021,
-87.159028,30.400472,3058263,2020/02/17 00:00:00+00,12:06:00,CST,0.5,Butchpen Cove; 1.7 mi N of (Pensacola Bay),30.400472,-87.159028,Karenia brevis,0,HABW200218-022,
-87.05425,30.427472,3058264,2020/02/17 00:00:00+00,13:17:00,CST,0.5,White Point; 1.6 mi SE of (East Bay),30.427472,-87.05425,Karenia brevis,0,HABW200218-023,
-82.7888,28.1931,3058265,2020/02/17 00:00:00+00,8:40:00,EST,1,Gulf Anclote Park Pier (Anclote Anchorage),28.1931,-82.7888,Karenia brevis,0,HABW200218-024,
-82.80091,28.15324,3058267,2020/02/17 00:00:00+00,9:18:00,EST,1,Howard Park Causeway (St. Joseph Sound),28.15324,-82.80091,Karenia brevis,0,HABW200218-026,
-82.56739,27.29818,3058268,2020/02/17 00:00:00+00,12:13:00,EST,0.5,South Lido Park,27.29818,-82.56739,Karenia brevis,0,HABW200218-027,
-82.6515,27.4003,3058269,2020/02/17 00:00:00+00,13:04:00,EST,0.5,Atlas Street; W of,27.4003,-82.6515,Karenia brevis,0,HABW200218-028,
-82.5803,27.3225,3058270,2020/02/17 00:00:00+00,12:40:00,EST,0.5,St. Armands Key; N of (Pansy Bayou),27.3225,-82.5803,Karenia brevis,0,HABW200218-029,
-82.5462,27.3324,3058271,2020/02/17 00:00:00+00,11:51:00,EST,0.5,Marina Jack (Sarasota Bay),27.3324,-82.5462,Karenia brevis,0,HABW200218-030,
-82.46089,27.10034,3058272,2020/02/17 00:00:00+00,8:05:00,EST,0.5,Venice Beach,27.10034,-82.46089,Karenia brevis,0,HABW200218-031,
-82.45286,27.07827,3058273,2020/02/17 00:00:00+00,8:20:00,EST,0.5,Service Club Park,27.07827,-82.45286,Karenia brevis,0,HABW200218-032,
-82.46089,27.10034,3058274,2020/02/17 00:00:00+00,,EST,0.5,Venice Beach,27.10034,-82.46089,Karenia brevis,0,HABW200218-033,
-82.47122,27.12332,3058275,2020/02/17 00:00:00+00,,EST,0.5,Nokomis Beach,27.12332,-82.47122,Karenia brevis,0,HABW200218-034,
-80.54599,28.02968,3058279,2020/02/17 00:00:00+00,,EST,0.5,Beach Woods Pier (Indian River),28.02968,-80.54599,Karenia brevis,0,HABW200218-038,
-80.49085,27.85566,3058281,2020/02/17 00:00:00+00,9:35:00,EST,0.5,Dixie Highway Bridge; E of (Indian River),27.85566,-80.49085,Karenia brevis,0,HABW200218-040,
-80.61298,28.35034,3058283,2020/02/17 00:00:00+00,8:35:00,EST,0.5,Diamond Bay (Banana River),28.35034,-80.61298,Karenia brevis,0,HABW200218-042,
-86.4941,30.333967,3058311,2020/02/17 00:00:00+00,12:45:00,CST,0.1,Destin; 3.4 mi S of,30.333967,-86.4941,Karenia brevis,0,HABW200219-032,
-86.5036,30.348483,3058312,2020/02/17 00:00:00+00,16:00:00,CST,0.1,Destin; 2.3 mi S of,30.348483,-86.5036,Karenia brevis,0,HABW200219-033,
-85.6563,30.1552,3058313,2020/02/17 00:00:00+00,9:45:00,CST,3,Massalina Bayou,30.1552,-85.6563,Karenia brevis,0,HABW200219-034,
